2016/7/1_14:9:22||	$pS170.281339,	$187820.316978,	B2379.838800,	S-5529.874744,	SC1103,	Num0		,	29.550000,	80.536000,	54.056000,	-102.299000,	-269.392000,	374.651000,	209.750000,	203.930000,	-44.479000,	-39.699000,	-484.142000,	489.294000,	-382.153000,	-495.792000,	-144.743000,	348.765000,	24.289000,	1.453000,	-500.000000,	-223.583000,	-47.353000,	50.519000,	-103.841000,	432.567000,	28.482000,	482.574000,	-96.998000,	-433.186000,	23.709000,	115.988000,	126.990000,	-485.574000,	-447.495000,	-487.211000,	-359.511000,	-493.159000,	277.339000,	-495.738000,	439.304000,	-153.803000,	116.613000,	-157.732000,	-87.753000,	28.884000,	160.056000,	-69.479000,	-497.807000,	222.907000,	-442.321000,	-48.986000
2016/8/7_14:15:36||	$pS17.654483,	$39687.277582,	B1195.010490,	S-5139.984400,	SC2248,	Num0,	GUID36487956		,	-2.408200,	-496.225600,	-104.684000,	49.100000,	-488.652200,	-413.102600,	127.939000,	-481.788400,	-168.225800,	486.710200,	95.204600,	-500.000000,	-368.924600,	-248.918800,	19.998000,	-238.276600,	-391.205800,	-118.718800,	239.710600,	-472.838800,	138.606600,	-46.603600,	332.804000,	133.336000,	495.607800,	-496.977600,	78.341800,	-40.190000,	-491.815000,	62.314000,	-294.897400,	-226.196800,	-47.505800,	75.843400,	-318.265600,	-411.324200,	-333.103200,	-429.557200,	157.809400,	-443.977000,	-352.904200,	133.495800,	-349.004200,	-309.686000,	498.162400,	233.818800,	-486.384200,	-475.333400,	-151.931600,	-484.375000
2016/8/7_14:15:52||	$pS38.539403,	$69024.071041,	B1565.229004,	S-4967.085556,	SC1791,	Num0,	GUID10567670		,	-7.625800,	-205.254400,	-147.582200,	33.656400,	-492.000000,	-474.697600,	331.554400,	-64.989200,	357.305400,	-48.589000,	377.496400,	-453.417000,	-411.078200,	-468.792000,	247.558800,	-407.007600,	-282.478000,	-440.853000,	209.950000,	-207.575800,	-233.291200,	88.358600,	411.942800,	219.467800,	188.954600,	-444.804000,	194.523800,	-309.794400,	-294.018800,	-498.880000,	-499.851000,	-451.642600,	265.221400,	-472.704600,	-406.480800,	-451.614800,	-354.635400,	-423.241800,	-43.253600,	-375.057600,	-449.847400,	-336.530800,	-354.725800,	-265.920000,	297.716000,	165.803000,	-246.314200,	-479.035800,	110.784600,	-277.808800
2016/8/7_14:16:3||	$pS19.746878,	$16468.896046,	B1355.019257,	S-16972.545600,	SC834,	Num0,	GUID55712942		,	-14.059600,	-96.376800,	-129.600000,	130.961000,	-70.673000,	115.424200,	-321.268800,	-220.027400,	-83.237600,	-398.067000,	402.841600,	201.210800,	-334.490000,	-171.710000,	-477.361200,	-373.274600,	-141.215800,	355.309400,	-471.982800,	-246.817200,	-496.169000,	401.727400,	318.724000,	305.609200,	-45.238600,	377.448800,	-374.715600,	-492.122800,	171.169400,	90.790000,	4.203400,	497.828000,	-417.255000,	-121.362600,	-215.800000,	-367.730200,	-341.119600,	-273.190000,	201.039600,	-478.334200,	-24.327800,	-416.756400,	-219.872800,	173.952800,	-472.714400,	-421.442400,	-457.298400,	-486.870200,	191.859800,	381.319000
2016/8/7_14:16:9||	$pS48.293419,	$31439.015590,	B1514.059898,	S-89841.664118,	SC651,	Num0,	GUID464041653		,	21.060200,	71.892000,	-450.856200,	199.269000,	-232.482000,	266.523800,	-490.093400,	-486.574600,	68.302200,	153.835800,	387.591600,	381.458800,	-490.015400,	-110.752800,	-154.392800,	-395.815800,	39.604800,	497.874600,	-466.874600,	-491.849000,	-500.000000,	-405.383200,	493.042200,	201.131000,	-370.834800,	303.050200,	-251.951000,	-138.502600,	-87.617600,	313.955200,	42.967400,	-48.792200,	-432.022800,	-248.414400,	-440.201400,	-480.619800,	-159.874800,	-183.699600,	-274.341000,	-446.977800,	-221.744600,	-174.430800,	-315.945600,	383.103800,	-465.103200,	-440.256600,	-348.521400,	-306.523000,	280.657200,	348.765200
2016/8/7_14:16:32||	$pS14.246293,	$105294.349929,	B-7300.693752,	S-706.338887,	SC7391,	Num0,	GUID487922918		,	-43.581600,	167.517800,	4.437800,	-159.164200,	-329.967600,	221.455800,	380.662600,	-453.220000,	-123.948200,	-436.817400,	-114.262000,	495.886400,	-420.901400,	406.436000,	-422.340600,	-170.626200,	415.006200,	37.880200,	-413.675600,	-161.617400,	-285.987400,	-431.815000,	427.126000,	10.955000,	44.949800,	261.570400,	-471.530600,	-114.821400,	-416.919400,	-437.836800,	129.638000,	-411.863000,	-470.341800,	-376.681400,	-176.004400,	-354.005800,	-176.285000,	179.041600,	75.079800,	-406.682000,	-188.980800,	-389.126200,	-499.175200,	411.070200,	-407.406600,	-498.466200,	-323.258000,	-357.183600,	-444.163600,	465.122200
2016/8/7_14:17:20||	$pS21.267952,	$22012.330800,	B1292.508262,	S-71748.082173,	SC1035,	Num0,	GUID240801821		,	38.450800,	33.614600,	153.123400,	-468.563800,	-491.029600,	431.985400,	-227.161800,	-152.058200,	-285.061000,	-295.756200,	-54.678400,	388.385200,	-499.542200,	458.251800,	-74.649200,	-306.597400,	286.876600,	451.955600,	-54.867800,	-396.775800,	-368.541200,	-497.549400,	179.102800,	369.156800,	189.339400,	264.971000,	-361.602200,	-496.816400,	-446.541200,	192.639600,	-67.103600,	-472.271400,	-414.413800,	-491.872400,	-289.667400,	-366.685400,	-422.674400,	122.919000,	-276.145800,	-367.405400,	-355.275600,	-175.990000,	-491.093000,	401.063000,	-406.785200,	-496.239000,	-493.856600,	-447.379800,	-473.057600,	101.158800
2016/8/7_14:17:29||	$pS11.103015,	$18397.695357,	B1204.141363,	S-4486.018043,	SC1657,	Num0,	GUID159442878		,	-2.531600,	-475.644400,	13.793600,	-325.224600,	-381.483200,	497.124000,	-290.020000,	-498.463400,	-404.753200,	-421.303800,	-396.830400,	457.483000,	-497.565000,	144.652400,	-497.684600,	-165.548800,	57.726400,	234.594800,	-494.426600,	-471.935600,	-491.545600,	-348.300600,	-345.904400,	-119.072000,	257.867200,	499.528200,	-398.015800,	-331.436800,	-330.615600,	-70.723600,	-113.240200,	-403.033600,	-443.921800,	39.995600,	-337.490000,	84.687200,	-468.825600,	-489.240400,	-430.468800,	-395.896400,	-296.617400,	-444.805800,	-319.706800,	-188.880200,	-146.801200,	-498.632400,	-477.544200,	-336.767400,	7.451000,	37.477000
2016/8/7_14:17:58||	$pS14.312615,	$106414.289974,	B-7246.490883,	S-731.661249,	SC7435,	Num0,	GUID3159310		,	17.135000,	-422.905800,	-39.809200,	18.379200,	-437.956600,	279.096000,	164.430000,	-439.532400,	71.082200,	-192.445800,	-50.905800,	475.761200,	-486.692000,	-465.866800,	-374.516600,	6.813800,	303.640600,	7.909600,	-200.999200,	-262.991800,	-484.329000,	-490.628600,	-286.048800,	491.775200,	-80.881000,	212.947200,	-350.028600,	-482.181200,	-417.333800,	-352.192000,	-312.786800,	-386.727000,	-494.907000,	-310.013400,	113.672400,	-464.003200,	-451.431800,	-230.835600,	-487.594200,	-439.670000,	-98.005200,	-334.166000,	-499.962000,	-391.941600,	-492.097800,	-416.247400,	221.104600,	-499.575200,	-205.303600,	140.382000
2016/8/7_14:18:45||	$pS21.274529,	$24125.315581,	B1855.271750,	S-3725.412700,	SC1134,	Num0,	GUID275252260		,	-26.660800,	-69.588000,	-361.381800,	10.308800,	-497.170000,	-36.853800,	143.613600,	-494.280000,	296.358600,	-192.817400,	-21.069800,	335.870800,	-385.262600,	-214.512000,	-264.684200,	-143.779600,	-280.291000,	-493.838800,	-441.859600,	-500.000000,	-498.547200,	-458.922400,	-127.210400,	-256.067800,	-244.985200,	451.013000,	-326.366200,	-298.264800,	-416.895400,	-441.699400,	-253.306600,	-424.936600,	-499.094000,	-42.582800,	-4.295600,	-495.357600,	-253.064000,	-290.869600,	-159.860200,	-142.636000,	-369.622800,	-497.183200,	-200.792200,	-485.853800,	-383.554400,	-474.753800,	246.445600,	-269.988800,	-453.445600,	476.036200
2016/8/7_14:18:54||	$pS42.319658,	$32713.095321,	B1872.188252,	S-109027.100000,	SC773,	Num0,	GUID59273900		,	-4.821800,	-388.275800,	-500.000000,	218.054200,	-500.000000,	191.764200,	405.301800,	-349.254600,	485.927000,	-362.465600,	184.877000,	474.703600,	-490.683600,	-472.640200,	-445.502200,	-287.595800,	-428.269400,	-293.975800,	-457.158600,	-220.417400,	-473.074600,	-376.148200,	474.179600,	340.917800,	-278.332200,	446.248800,	-496.239200,	-364.076600,	-497.394800,	50.562600,	114.314200,	98.648600,	-326.803400,	-78.439000,	-500.000000,	-112.885000,	-427.662600,	-259.657000,	-7.113200,	-345.717800,	-493.766000,	-294.207800,	-500.000000,	-90.856000,	-333.686800,	-226.339400,	265.928200,	422.271000,	-500.000000,	273.668600
2016/8/7_14:19:18||	$pS14.982395,	$107633.522733,	B-6583.511361,	S-741.035394,	SC7184,	Num0,	GUID404330057		,	167.969000,	-39.194800,	-3.752800,	197.462000,	-287.012200,	-18.462200,	379.293600,	28.621600,	473.126200,	82.474600,	43.533200,	378.682400,	-497.193800,	-258.689600,	-337.088800,	-454.606000,	-489.200000,	-181.828600,	-420.953600,	241.847600,	-249.032800,	-434.955800,	-128.337200,	342.776800,	-394.216800,	199.793800,	-323.820200,	-401.805600,	-258.149800,	-176.150400,	167.347400,	75.260400,	-500.000000,	-216.609600,	-147.641400,	-337.499800,	190.657600,	-231.158400,	-235.109800,	-315.015000,	-101.310400,	12.670600,	-385.625000,	-174.399000,	-404.761000,	-491.123400,	123.283000,	215.561600,	-428.395400,	237.815800
2016/8/7_14:20:4||	$pS28.479418,	$22299.384321,	B1817.770460,	S-20587.395298,	SC783,	Num0,	GUID311808288		,	47.431400,	38.324200,	-157.285600,	130.891800,	-499.861800,	340.301600,	-235.119800,	-491.091400,	295.687800,	134.015600,	318.804000,	213.068400,	-255.397600,	-254.894200,	-195.758200,	20.391800,	-499.212800,	385.468000,	-308.353800,	90.623000,	25.723800,	-434.691200,	183.976000,	488.228400,	-478.557200,	426.250400,	-483.904400,	-247.459800,	-465.917400,	386.827600,	110.328200,	-150.183800,	-469.971000,	-68.085000,	-332.188600,	-221.319200,	-393.343400,	-467.082000,	-284.099000,	-362.410800,	-384.924800,	423.395400,	-450.739600,	35.721800,	-8.652000,	-310.499000,	474.957000,	-489.813600,	-315.623200,	206.485400
2016/8/7_14:20:12||	$pS15.687839,	$16660.484865,	B1663.853621,	S-4366.481221,	SC1062,	Num0,	GUID63365652		,	-29.457600,	-56.483000,	278.926400,	-15.654600,	-400.391200,	421.230000,	-204.335800,	-495.632200,	37.736800,	-15.413000,	470.759200,	-19.362600,	-166.202800,	-393.942400,	-255.008200,	416.058200,	-17.570200,	427.695200,	-234.040000,	488.768000,	168.027400,	-475.792200,	483.214000,	434.834400,	-482.168800,	19.654400,	-329.274000,	-258.177400,	-482.474400,	106.365600,	-275.847000,	-452.165000,	-369.214800,	-220.171400,	95.366800,	-91.783800,	-59.071000,	-172.165600,	-362.246400,	-393.262200,	-161.557200,	394.275600,	-277.529200,	-226.948400,	43.580000,	-492.603600,	258.808800,	-291.077200,	-437.138800,	-454.230400
2016/8/7_14:20:38||	$pS14.793172,	$106999.010194,	B-6290.582208,	S-648.371942,	SC7233,	Num0,	GUID608712416		,	-70.082400,	89.759800,	-18.861400,	34.375600,	-357.782400,	452.457200,	-434.889400,	-444.626200,	-296.939800,	86.695600,	294.479000,	253.584800,	-336.717800,	-483.124000,	-334.356600,	423.046200,	-47.088000,	97.957400,	-128.918000,	157.066200,	13.484400,	-428.644400,	-145.544200,	281.571800,	-500.000000,	242.196200,	-424.095400,	-425.044400,	-296.848000,	-162.978800,	-452.911600,	-474.723200,	-310.829800,	-498.780000,	-497.165600,	-311.739200,	-139.597400,	-448.077600,	-380.247600,	-400.755800,	70.255400,	465.585400,	-306.775200,	-397.754600,	-31.726600,	-302.725800,	151.723000,	-332.013800,	32.834200,	-494.124200
2016/8/7_14:21:27||	$pS25.532702,	$25788.029500,	B1527.229064,	S-2619.284379,	SC1010,	Num0,	GUID773036164		,	-4.902800,	-311.501400,	-123.962800,	21.129600,	-500.000000,	368.283800,	-490.899000,	-460.515800,	-355.766000,	294.882200,	392.233600,	344.718600,	-368.767400,	-461.868600,	-397.735600,	80.372000,	-128.166600,	-161.869400,	-9.680800,	-142.854400,	185.290600,	-460.789600,	-175.252400,	-50.602800,	-498.868000,	224.571800,	-496.007800,	-354.864200,	42.864000,	-491.444200,	-381.525400,	-219.703000,	-398.401600,	-441.195800,	-495.951000,	-214.372800,	130.766800,	-240.141600,	-353.453000,	-499.636400,	-48.542800,	468.753000,	-293.804000,	-406.439400,	-168.150800,	-496.270800,	301.444200,	-394.997400,	307.536200,	-456.212000
2016/8/7_14:21:38||	$pS18.542729,	$32486.860649,	B1138.096681,	S-5352.065340,	SC1752,	Num0,	GUID7022280		,	-4.556400,	-249.779800,	-152.469200,	35.102600,	-500.000000,	-137.755000,	-141.836000,	-500.000000,	-48.463800,	-184.960600,	378.194400,	334.080400,	-183.070800,	-438.062400,	-498.197400,	450.378600,	-494.807400,	-455.120000,	245.837200,	-252.773800,	408.132800,	-415.415000,	70.443800,	-231.635400,	-245.837600,	288.463200,	-466.452600,	-490.217400,	-76.417600,	-487.043800,	-304.996200,	-94.172200,	-477.690800,	-148.163400,	-499.386200,	-355.327200,	472.088400,	-495.243800,	-387.246600,	-257.992000,	-100.716200,	-68.619600,	-436.330600,	-443.835600,	-12.088200,	-341.986000,	314.405200,	-495.331800,	472.618800,	-223.635400
2016/8/7_14:22:9||	$pS15.349381,	$114997.559154,	B-2071.743617,	S-491.726656,	SC7492,	Num0,	GUID224882247		,	11.018600,	-188.022400,	-256.161000,	1.919600,	-189.535400,	-373.385800,	-410.046400,	73.689000,	-67.838400,	141.735600,	305.146200,	-492.889400,	-486.332400,	-476.954200,	-273.002800,	195.586000,	142.229800,	-477.207200,	341.520200,	32.547000,	-235.266000,	-321.593200,	85.809200,	-263.562800,	344.722800,	495.192400,	383.138200,	-225.641200,	-345.908200,	-206.656800,	-160.145000,	-454.513400,	-363.701600,	108.221200,	-449.522400,	-264.356400,	-63.558200,	-136.762600,	97.605600,	-495.482000,	-371.842200,	-145.870000,	26.115800,	-500.000000,	393.739000,	-295.476400,	-478.739600,	-493.381400,	230.353200,	-190.708200
2016/8/7_14:22:59||	$pS31.190680,	$24796.590296,	B1654.879214,	S-37744.900000,	SC795,	Num0,	GUID94675880		,	-4.109200,	-402.725400,	-500.000000,	75.489800,	-323.510000,	-475.289200,	8.526000,	50.571000,	80.942200,	437.119200,	335.019200,	-31.244800,	-447.102600,	-252.481800,	-112.136400,	409.496000,	479.424400,	-138.190200,	290.947600,	17.852800,	-449.258800,	-259.215800,	327.350000,	448.246400,	305.578200,	398.702000,	-174.050000,	-137.437000,	-420.105600,	-483.606200,	-87.691200,	-425.878200,	-277.194600,	118.287800,	-494.896000,	-407.489400,	-118.980400,	267.655600,	-358.091600,	-380.466200,	-322.444600,	-152.001600,	-72.903600,	-290.385400,	96.780000,	-141.892000,	-490.327600,	-349.752400,	290.484000,	-234.392000
2016/8/7_14:23:9||	$pS20.215868,	$40128.498755,	B1108.597860,	S-3704.539689,	SC1985,	Num0,	GUID522736074		,	-3.857600,	-287.380200,	-393.840200,	9.406200,	-426.950800,	-346.923200,	-321.687000,	397.631400,	-270.883000,	332.309200,	325.792600,	-242.556400,	-476.795000,	-173.335800,	-47.813600,	-109.508600,	-413.379200,	-245.842600,	483.710000,	51.706800,	-393.891000,	289.813600,	-69.960000,	388.001400,	-36.393600,	499.955600,	-184.642600,	-499.164000,	-289.593200,	-197.153400,	-463.170800,	-459.325000,	-288.456400,	478.191000,	-430.895200,	-164.111200,	-222.013400,	136.196800,	-469.309400,	-304.910200,	-382.555200,	-231.895800,	234.826200,	-498.641400,	-171.017400,	-461.264400,	126.129600,	-499.067800,	229.412000,	-382.861400
2016/8/7_14:23:41||	$pS15.820011,	$113603.499235,	B-3491.228286,	S-711.176134,	SC7181,	Num0,	GUID267177189		,	12.465200,	-280.078000,	24.276200,	-29.295200,	-455.679600,	-473.687400,	-47.719000,	-369.638000,	-498.551800,	346.452600,	283.735000,	-186.015800,	-499.151800,	-483.144200,	-257.885400,	496.407800,	-131.683800,	-472.235200,	489.648800,	472.369800,	-368.462200,	-18.205200,	-14.146000,	387.571000,	-120.812200,	297.392600,	-495.537200,	-385.954800,	-203.262600,	-471.334600,	-194.128000,	-452.671400,	-437.721600,	-352.268800,	-406.059000,	-108.397400,	-26.630600,	215.076200,	-96.473200,	-497.613200,	-315.500200,	-153.092400,	-240.358200,	-498.884600,	-254.400400,	17.185200,	177.446800,	-312.232200,	324.888000,	111.619000
2016/8/7_14:24:30||	$pS22.161953,	$20832.235864,	B1329.847313,	S-2444.248145,	SC940,	Num0,	GUID69392496		,	-20.614400,	-64.510600,	88.777800,	-27.532200,	-499.459800,	-298.177600,	79.957800,	-23.353200,	53.678200,	49.945400,	108.516800,	287.622000,	-492.583000,	-298.840600,	-500.000000,	374.635400,	-483.912000,	-351.887800,	-88.079000,	210.000200,	-484.667000,	-492.309200,	-8.647600,	37.006800,	-237.396000,	101.004200,	-439.958400,	-498.414400,	-294.669600,	-497.111000,	47.186200,	-416.636400,	-404.057600,	131.994400,	-373.484800,	-239.934000,	-302.299800,	-92.451000,	-423.422800,	-235.666000,	-159.517600,	-188.767600,	-486.537800,	-498.826600,	-291.543400,	-15.870800,	-304.350800,	-332.542000,	181.142400,	158.519200
2016/8/7_14:24:38||	$pS32.617978,	$26518.415900,	B1517.655413,	S-11085.112361,	SC813,	Num0,	GUID22631301		,	-10.652800,	-142.465400,	103.492400,	-107.110400,	-496.740600,	78.122000,	-304.746600,	409.050000,	-181.698000,	363.386600,	110.937200,	126.192200,	-105.492600,	-494.486600,	-6.320600,	239.068400,	-107.451200,	246.761400,	-84.367800,	-80.509200,	-72.779800,	-464.956800,	61.272400,	-15.201400,	456.937000,	333.769400,	142.893200,	-493.263600,	354.287600,	-203.156600,	-75.295400,	-405.915600,	5.052200,	-192.383800,	126.596000,	-500.000000,	-306.557200,	-379.263200,	83.352000,	164.277000,	-161.952000,	-310.957800,	-397.679000,	108.355000,	127.366600,	-140.111000,	-381.848800,	-80.752000,	-12.552000,	-303.365000
2016/8/7_14:24:44||	$pS38.264016,	$29731.140235,	B1114.801060,	S-16559.344826,	SC777,	Num0,	GUID448384419		,	7.390600,	150.840400,	63.367200,	-261.323600,	86.438200,	-62.949000,	-498.117000,	487.415200,	411.316200,	420.132600,	500.000000,	304.172000,	-263.701000,	-405.596200,	-452.339200,	-68.983800,	5.214200,	162.059800,	-175.125400,	-489.652800,	-319.971800,	38.527400,	-239.578600,	-436.074600,	498.968000,	81.264000,	167.578600,	-428.064000,	-264.199200,	-6.742800,	-210.570800,	-486.453000,	-320.303600,	-264.577200,	-270.965600,	40.989200,	-278.453200,	-392.304200,	-92.211000,	-145.008800,	155.425800,	145.496200,	-219.282600,	-477.400400,	433.186200,	-355.821000,	-489.048200,	-188.829600,	-499.491000,	-492.231400
2016/8/7_14:24:51||	$pS24.109000,	$16852.190826,	B882.027543,	S-10830.932552,	SC699,	Num0,	GUID35762389		,	6.095400,	144.703800,	43.857600,	-246.956800,	1.509800,	-58.742800,	-489.067200,	367.294200,	367.782200,	498.434600,	447.879000,	181.795200,	-282.509000,	-492.304000,	-496.163200,	-61.836800,	-86.022600,	169.269800,	-142.746400,	-453.216800,	-332.919200,	-15.106000,	-139.971600,	-497.535600,	499.292600,	131.097800,	276.654800,	-395.435400,	-274.528200,	42.450400,	-111.303200,	-456.392200,	-374.945200,	-326.481200,	-354.688800,	-11.392200,	-440.926200,	-439.194800,	45.600200,	-138.411800,	72.531400,	140.833000,	-168.670000,	-448.359800,	441.480200,	-377.190400,	-425.839800,	-267.327800,	-483.403200,	-499.441000
2016/8/7_14:24:57||	$pS30.105436,	$24264.981314,	B2260.168030,	S-28842.580052,	SC806,	Num0,	GUID26516790		,	35.208400,	64.194000,	57.980000,	-497.457400,	-72.675800,	-405.218800,	-267.058800,	449.362400,	300.686400,	-151.449400,	444.368800,	394.704000,	-497.928800,	-89.065000,	-201.940000,	-426.109400,	-164.642600,	349.693000,	-237.321400,	-390.342800,	-353.959000,	168.177200,	202.559800,	-246.020000,	247.694800,	444.824000,	397.062400,	-48.300000,	-336.838800,	88.723400,	424.258800,	157.791800,	-496.334600,	-499.027000,	-487.564800,	-194.007800,	-104.355200,	-26.543600,	469.995400,	-83.958000,	96.794800,	-298.347200,	299.548000,	-481.810600,	34.854800,	-464.200400,	-413.946000,	-246.040200,	-65.798200,	-75.386800
2016/8/7_14:25:4||	$pS21.951824,	$16310.205268,	B2048.323954,	S-4741.409270,	SC743,	Num0,	GUID71002228		,	-18.219600,	-112.424200,	277.068000,	-17.112800,	-278.227200,	-171.037200,	-449.336200,	253.037200,	252.644600,	59.393000,	334.677200,	406.902000,	-499.076400,	-272.541200,	-333.587200,	-266.593600,	-299.556400,	475.091600,	-492.036400,	-23.156000,	-481.099600,	-103.200800,	189.313800,	319.004400,	274.603200,	319.069000,	86.679800,	-437.748800,	-392.036200,	364.053400,	177.893400,	258.306200,	-413.799000,	122.633200,	-256.100400,	-340.356400,	-304.130800,	-235.317000,	367.597800,	-498.407800,	499.278200,	-500.000000,	-41.810800,	-439.736400,	-139.641600,	-219.424800,	-389.794200,	-342.601600,	-500.000000,	199.582200
2016/8/7_14:25:28||	$pS14.602600,	$105679.018908,	B-7584.484220,	S-856.399218,	SC7237,	Num0,	GUID71862		,	23.249200,	-326.225600,	41.706400,	-20.534000,	-351.085200,	-39.146600,	366.103000,	138.828600,	491.370000,	-111.950800,	38.154400,	445.084200,	-477.034200,	-500.000000,	-441.062600,	-486.858000,	-393.342000,	104.778200,	-449.380600,	265.104800,	-328.164000,	-489.910600,	4.128000,	-444.221400,	178.350000,	303.310200,	442.618000,	-361.263600,	-353.413800,	-16.595400,	431.293400,	153.004200,	-499.401000,	-500.000000,	492.147600,	62.215600,	-401.350800,	-400.741800,	-197.862800,	-345.424200,	339.438400,	-143.820600,	7.488600,	-247.810200,	-222.038400,	-120.565600,	29.728600,	1.855000,	-319.518000,	24.085600
2016/8/7_14:26:14||	$pS21.997968,	$20656.091900,	B2548.482992,	S-77178.306201,	SC939,	Num0,	GUID86776825		,	-27.862200,	-91.467400,	-311.845400,	247.489000,	-494.496000,	22.099800,	155.168600,	492.333600,	-185.734200,	428.775200,	-2.091800,	-288.079000,	-159.183800,	-353.982200,	-49.564800,	-4.855000,	-197.845600,	211.329200,	271.835200,	-475.762600,	69.665600,	440.395200,	-45.053200,	250.906400,	-1.097800,	-500.000000,	116.921600,	149.443600,	-168.040800,	248.486400,	-316.233800,	-469.890400,	-444.323000,	-438.756000,	-195.763600,	-175.268600,	-317.059400,	-313.050000,	-92.829600,	351.096600,	-360.550800,	-284.258400,	-111.047400,	-307.760800,	124.675600,	8.556000,	-92.266000,	-359.290400,	-374.082400,	-184.581200
